Travel ID,User ID,Start Time,End Time,Travel TimeZone,Duration (Seconds),Start Lat,Start Lon,End Lat,End Lon,Final Mode,Other Mode,Predicted Mode,Validated?,Validated at,Duration before Validation (Seconds),Deleted?
8621291-8621293,644,2016-06-03 06:08:07 UTC,2016-06-03 06:26:52 UTC,Asia/Singapore,1125.0,1.34100745,103.96181764821428,1.3425402040816328,103.96474701938773,Foot,--,,false,2016-06-03 11:00:31 UTC,3004.0,false
7810555-7811249,645,2016-02-17 05:35:48 UTC,2016-02-17 05:38:03 UTC,Asia/Singapore,135.0,1.3398916935556855,103.96104332004343,1.3409991443040767,103.96294568799945,Foot,--,,true,2016-03-23 03:49:41 UTC,3013157.0,false
7811249-7811251,645,2016-02-17 06:14:45 UTC,2016-02-17 06:16:07 UTC,Asia/Singapore,82.0,1.3409991443040767,103.96294568799945,1.3414308886486177,103.96445074767553,Foot,--,,true,2016-03-23 03:50:42 UTC,3013218.0,false
7811251-7811944,645,2016-02-17 06:41:16 UTC,2016-02-17 06:48:10 UTC,Asia/Singapore,414.0,1.3414308886486177,103.96445074767553,1.3408743945923804,103.96127542636133,Foot,--,,true,2016-03-23 03:50:56 UTC,3004215.0,false
7811944-7812001,645,2016-02-17 07:14:01 UTC,2016-02-17 07:17:28 UTC,Asia/Singapore,207.0,1.3408743945923804,103.96127542636133,1.3415220828265533,103.9638441809604,Foot,--,,true,2016-03-23 03:51:10 UTC,3003648.0,false
7812001-7812352,645,2016-02-17 08:34:01 UTC,2016-02-17 08:35:24 UTC,Asia/Singapore,83.0,1.3415220828265533,103.9638441809604,1.3406882412262848,103.96179443629362,Foot,--,,true,2016-03-23 03:51:23 UTC,2996446.0,false
7812352-7812383,645,2016-02-17 09:06:06 UTC,2016-02-17 09:08:09 UTC,Asia/Singapore,123.0,1.3406882412262848,103.96179443629362,1.3416803117153826,103.96441310863597,Foot,--,,true,2016-03-23 03:51:51 UTC,2996172.0,false
7812383-7812429,645,2016-02-17 09:37:46 UTC,2016-02-17 09:53:42 UTC,Asia/Singapore,956.0,1.3416803117153826,103.96441310863597,1.3342509291780278,103.96257507223866,Foot,--,,true,2016-03-23 03:52:16 UTC,2995613.0,false
7812429-7819716,645,2016-02-17 11:02:34 UTC,2016-02-17 11:10:51 UTC,Asia/Singapore,497.0,1.3342509291780278,103.96257507223866,1.3382867642194307,103.96451227346998,Foot,--,,true,2016-03-23 03:52:21 UTC,2919701.0,false
7819716-7819717,645,2016-02-17 11:12:13 UTC,2016-02-17 11:13:36 UTC,Asia/Singapore,83.0,1.3382867642194307,103.96451227346998,1.3404134908772858,103.96451434122986,Foot,--,,true,2016-03-23 03:52:48 UTC,2919728.0,false
7819717-7819719,645,2016-02-17 11:19:49 UTC,2016-02-17 11:21:11 UTC,Asia/Singapore,82.0,1.3404134908772858,103.96451434122986,1.3419664474357214,103.96421108730101,Foot,--,,true,2016-03-23 03:53:16 UTC,2919756.0,false
7819905-7827289,645,2016-02-18 17:14:54 UTC,2016-02-19 06:57:33 UTC,Asia/Singapore,49359.0,1.3419757598631494,103.96427105917167,1.2920204167562628,103.77413990661535,Car/Van,--,,true,2016-03-23 03:54:42 UTC,2836142.0,false
7827289-7829296,645,2016-02-19 07:57:31 UTC,2016-02-19 08:10:06 UTC,Asia/Singapore,755.0,1.2920204167562628,103.77413990661535,1.2787699920583373,103.82342055343257,Car/Van,--,,true,2016-03-23 03:55:00 UTC,2814231.0,false
7829296-7829298,645,2016-02-19 08:15:46 UTC,2016-02-19 08:40:35 UTC,Asia/Singapore,1489.0,1.2787699920583373,103.82342055343257,1.3417913743738843,103.96415799902344,Car/Van,--,,true,2016-03-23 03:55:27 UTC,2814258.0,false
7829298-7829299,645,2016-02-19 08:51:37 UTC,2016-02-19 09:43:05 UTC,Asia/Singapore,3088.0,1.3417913743738843,103.96415799902344,1.3532291320706678,103.94515102856639,Foot,--,Default,false,2016-03-23 03:56:37 UTC,2814328.0,false
7829299-7836397,645,2016-02-19 13:25:50 UTC,2016-02-19 13:41:33 UTC,Asia/Singapore,943.0,1.3532291320706678,103.94515102856639,1.3358943816935753,103.96115052577309,LRT/MRT,--,Car/Van,true,2016-03-23 03:57:13 UTC,2739385.0,false
7836397-7836400,645,2016-02-19 13:43:55 UTC,2016-02-19 13:55:07 UTC,Asia/Singapore,672.0,1.3358943816935753,103.96115052577309,1.3416342621599056,103.96394680225455,Foot,--,,true,2016-03-23 03:57:25 UTC,2739397.0,false
7836400-7836704,645,2016-02-20 10:50:00 UTC,2016-02-20 10:52:04 UTC,Asia/Singapore,124.0,1.3416342621599056,103.96394680225455,1.341818691281051,103.96172609146015,Foot,--,,true,2016-03-23 03:58:24 UTC,2736763.0,false
7836704-7837012,645,2016-02-20 11:27:55 UTC,2016-02-20 11:47:12 UTC,Asia/Singapore,1157.0,1.341818691281051,103.96172609146015,1.3378750697137785,103.96391580790925,Foot,--,Default,true,2016-03-23 03:58:33 UTC,2734367.0,false
7837012-7837014,645,2016-02-20 11:51:20 UTC,2016-02-20 11:52:02 UTC,Asia/Singapore,42.0,1.3378750697137785,103.96391580790925,1.335341903195923,103.96333090420566,Foot,--,Car/Van,true,2016-03-23 03:58:48 UTC,2734382.0,false
7837014-7851626,645,2016-02-20 12:11:20 UTC,2016-02-20 12:22:22 UTC,Asia/Singapore,662.0,1.335341903195923,103.96333090420566,1.342084639695579,103.96433730084624,Foot,--,,true,2016-03-23 03:58:56 UTC,2601492.0,false
7851626-7852004,645,2016-02-22 01:00:33 UTC,2016-02-22 01:02:37 UTC,Asia/Singapore,124.0,1.342084639695579,103.96433730084624,1.3409202286385895,103.96311519788014,Foot,--,,true,2016-03-23 03:59:19 UTC,2596417.0,false
7852004-7854205,645,2016-02-22 03:05:21 UTC,2016-02-22 03:08:48 UTC,Asia/Singapore,207.0,1.3409202286385895,103.96311519788014,1.3421531938692954,103.96412187552187,Foot,--,,true,2016-03-23 03:59:28 UTC,2573307.0,false
7854205-7854715,645,2016-02-22 08:24:16 UTC,2016-02-22 08:26:24 UTC,Asia/Singapore,128.0,1.3421531938692954,103.96412187552187,1.3405716529905018,103.96255790687863,Foot,--,,true,2016-03-23 03:59:46 UTC,2570642.0,false
7854715-7856161,645,2016-02-22 10:18:04 UTC,2016-02-22 10:21:31 UTC,Asia/Singapore,207.0,1.3405716529905018,103.96255790687863,1.3391394907266032,103.96177533785487,Foot,--,,true,2016-03-23 04:00:09 UTC,2554454.0,false
7856161-7856163,645,2016-02-22 10:25:39 UTC,2016-02-22 10:27:44 UTC,Asia/Singapore,125.0,1.3391394907266032,103.96177533785487,1.3359142029047586,103.96076148319648,Foot,--,,true,2016-03-23 04:00:16 UTC,2554461.0,false
7856163-7856164,645,2016-02-22 10:29:06 UTC,2016-02-22 10:31:11 UTC,Asia/Singapore,125.0,1.3359142029047586,103.96076148319648,1.335015837493657,103.96217198407103,Foot,--,,true,2016-03-23 04:00:28 UTC,2554473.0,false
7856164-7864434,645,2016-02-22 11:20:06 UTC,2016-02-22 11:22:10 UTC,Asia/Singapore,124.0,1.335015837493657,103.96217198407103,1.3367549505297782,103.96353334640891,Foot,--,,true,2016-03-23 04:00:30 UTC,2463587.0,false
7864434-7864435,645,2016-02-22 11:23:33 UTC,2016-02-22 11:24:14 UTC,Asia/Singapore,41.0,1.3367549505297782,103.96353334640891,1.3386501872157905,103.96435194973637,Foot,--,,true,2016-03-23 04:00:34 UTC,2463591.0,false
7864435-7864437,645,2016-02-22 11:28:15 UTC,2016-02-22 11:33:54 UTC,Asia/Singapore,339.0,1.3386501872157905,103.96435194973637,1.3419279559598043,103.9642417255854,Foot,--,,true,2016-03-23 04:00:42 UTC,2463599.0,false
7864437-7873837,645,2016-02-24 00:37:21 UTC,2016-02-24 00:40:47 UTC,Asia/Singapore,206.0,1.3419279559598043,103.9642417255854,1.340524955080146,103.96283631281662,Foot,--,,true,2016-03-23 04:01:37 UTC,2382055.0,false
7873837-7874228,645,2016-02-24 01:06:26 UTC,2016-02-24 13:53:37 UTC,Asia/Singapore,46031.0,1.340524955080146,103.96283631281662,1.3349255142284688,103.96215141532811,Default,--,,false,2016-03-23 04:01:57 UTC,2379672.0,false
7874228-7874229,645,2016-02-24 13:58:29 UTC,2016-02-24 14:07:23 UTC,Asia/Singapore,534.0,1.3349255142284688,103.96215141532811,1.3565803333365,103.98707524616388,Car/Van,--,,true,2016-03-23 04:02:38 UTC,2379713.0,false
7874229-7874230,645,2016-02-24 14:12:12 UTC,2016-02-24 14:14:58 UTC,Asia/Singapore,166.0,1.3565803333365,103.98707524616388,1.3547131717652237,103.98673906427567,Foot,--,,true,2016-03-23 04:02:51 UTC,2379726.0,false
7874230-7878817,645,2016-02-24 14:43:51 UTC,2016-02-24 15:05:14 UTC,Asia/Singapore,1283.0,1.3547131717652237,103.98673906427567,1.2814321121556427,103.84029412904351,Car/Van,--,,true,2016-03-23 04:03:12 UTC,2335025.0,false
7878817-7879008,645,2016-02-24 16:31:38 UTC,2016-02-25 03:19:09 UTC,Asia/Singapore,38851.0,1.2814321121556427,103.84029412904351,1.280117771243166,103.84004150851894,Default,--,,false,2016-03-23 04:09:56 UTC,2332752.0,false
7879008-7879865,645,2016-02-25 05:49:21 UTC,2016-02-25 05:57:39 UTC,Asia/Singapore,498.0,1.280117771243166,103.84004150851894,1.2650780648284101,103.82155134569861,Car/Van,--,,true,2016-03-23 04:10:26 UTC,2322883.0,false
7879865-7881221,645,2016-02-25 08:03:28 UTC,2016-02-25 08:16:33 UTC,Asia/Singapore,785.0,1.2650780648284101,103.82155134569861,1.2796432182964392,103.83948923621722,LRT/MRT,--,Bus,true,2016-03-23 04:11:26 UTC,2311224.0,false
7881221-7881222,645,2016-02-25 08:18:37 UTC,2016-02-25 08:20:05 UTC,Asia/Singapore,88.0,1.2796432182964392,103.83948923621722,1.2807707549022644,103.84054643557621,Foot,--,,true,2016-03-23 04:11:06 UTC,2311204.0,false
7881222-7881223,645,2016-02-25 08:21:22 UTC,2016-02-25 08:53:06 UTC,Asia/Singapore,1904.0,1.2807707549022644,103.84054643557621,1.2802282541634626,103.84018948025022,Default,--,,false,2016-02-25 13:55:42 UTC,13480.0,false
7881223-7882558,645,2016-02-25 10:35:45 UTC,2016-02-25 11:10:30 UTC,Asia/Singapore,2085.0,1.2802282541634626,103.84018948025022,1.3275500748483966,103.9465559332404,LRT/MRT,--,,true,2016-03-23 04:11:59 UTC,2297476.0,false
7882558-7882559,645,2016-02-25 11:13:41 UTC,2016-02-25 11:18:13 UTC,Asia/Singapore,272.0,1.3275500748483966,103.9465559332404,1.3345854107391046,103.96248637869996,LRT/MRT,--,Car/Van,true,2016-03-23 04:12:27 UTC,2297504.0,false
7882559-7882561,645,2016-02-25 11:22:18 UTC,2016-02-25 11:25:04 UTC,Asia/Singapore,166.0,1.3345854107391046,103.96248637869996,1.335277064597536,103.96462566809981,Foot,--,,true,2016-03-23 04:12:30 UTC,2297507.0,false
7882561-7884150,645,2016-02-25 11:43:20 UTC,2016-02-25 11:53:00 UTC,Asia/Singapore,580.0,1.335277064597536,103.96462566809981,1.3419818761074076,103.96428485285125,Foot,--,,true,2016-03-23 04:12:46 UTC,2290891.0,false
7884150-7891032,645,2016-02-25 19:45:43 UTC,2016-02-26 02:21:44 UTC,Asia/Singapore,23761.0,1.3419818761074076,103.96428485285125,1.340219558558375,103.96155650646412,Default,--,,false,2016-03-23 04:13:22 UTC,2251659.0,false
7891032-7891463,645,2016-02-26 02:43:56 UTC,2016-02-26 02:45:58 UTC,Asia/Singapore,122.0,1.340219558558375,103.96155650646412,1.34179717531656,103.96383234966304,Foot,--,,true,2016-03-23 04:13:32 UTC,2248967.0,false
7891463-7893031,645,2016-02-26 05:49:02 UTC,2016-02-26 05:51:47 UTC,Asia/Singapore,165.0,1.34179717531656,103.96383234966304,1.3403132190442264,103.96271121287202,Foot,--,,true,2016-03-23 04:13:45 UTC,2238759.0,false
7893031-7893755,645,2016-02-26 07:08:38 UTC,2016-02-26 07:11:23 UTC,Asia/Singapore,165.0,1.3403132190442264,103.96271121287202,1.3417506453263632,103.96455376775475,Foot,--,,true,2016-03-23 04:13:55 UTC,2233672.0,false
7893755-7894147,645,2016-02-26 08:14:29 UTC,2016-02-26 08:46:51 UTC,Asia/Singapore,1942.0,1.3417506453263632,103.96455376775475,1.2754268644463043,103.79467862058762,Car/Van,--,,true,2016-03-23 04:14:38 UTC,2228921.0,false
7894147-7894148,645,2016-02-26 08:47:52 UTC,2016-02-26 08:48:32 UTC,Asia/Singapore,40.0,1.2754268644463043,103.79467862058762,1.2748005173167751,103.79665090821803,Foot,--,Car/Van,true,2016-03-23 04:14:45 UTC,2228928.0,false
7894148-7894679,645,2016-02-26 09:34:18 UTC,2016-02-26 09:41:12 UTC,Asia/Singapore,414.0,1.2748005173167751,103.79665090821803,1.2727967266262823,103.80221661567678,Foot,--,,true,2016-03-23 04:14:53 UTC,2222350.0,false
7894679-7894682,645,2016-02-26 09:48:26 UTC,2016-02-26 09:58:47 UTC,Asia/Singapore,621.0,1.2727967266262823,103.80221661567678,1.2651632860047721,103.82183908689231,LRT/MRT,--,Car/Van,true,2016-03-23 04:15:09 UTC,2222366.0,false
7894682-7894776,645,2016-02-26 10:29:28 UTC,2016-02-26 10:32:55 UTC,Asia/Singapore,207.0,1.2651632860047721,103.82183908689231,1.2634914140878155,103.82309728039358,Foot,--,,true,2016-03-23 04:15:22 UTC,2221480.0,false
7894776-7895262,645,2016-02-26 12:00:50 UTC,2016-02-26 12:02:54 UTC,Asia/Singapore,124.0,1.2634914140878155,103.82309728039358,1.2651624782375044,103.82232455258483,Foot,--,,true,2016-03-23 04:15:29 UTC,2216362.0,false
7895262-7895264,645,2016-02-26 12:07:01 UTC,2016-02-26 12:10:29 UTC,Asia/Singapore,208.0,1.2651624782375044,103.82232455258483,1.2556477026884836,103.8208141179002,LRT/MRT,--,Car/Van,true,2016-03-23 04:15:40 UTC,2216373.0,false
7895264-7895265,645,2016-02-26 12:11:31 UTC,2016-02-26 12:12:54 UTC,Asia/Singapore,83.0,1.2556477026884836,103.8208141179002,1.2513188183500255,103.81783173404023,LRT/MRT,--,,true,2016-03-23 04:16:02 UTC,2216395.0,false
7895265-7895624,645,2016-02-26 12:37:43 UTC,2016-02-26 12:44:38 UTC,Asia/Singapore,415.0,1.2513188183500255,103.81783173404023,1.2648132718496414,103.82216551016205,Foot,--,Car/Van,true,2016-03-23 04:16:16 UTC,2213713.0,false
7895624-7902255,645,2016-02-26 13:11:55 UTC,2016-02-26 13:27:23 UTC,Asia/Singapore,928.0,1.2648132718496414,103.82216551016205,1.2803195425217804,103.8402810037457,LRT/MRT,--,Bus,true,2016-03-23 04:16:21 UTC,2163005.0,false
7902255-7903336,645,2016-02-27 05:08:28 UTC,2016-02-27 05:10:33 UTC,Asia/Singapore,125.0,1.2803195425217804,103.8402810037457,1.282218246672802,103.84196268603459,Foot,--,,true,2016-03-23 04:16:46 UTC,2154949.0,false
7903336-7913449,645,2016-02-27 05:57:47 UTC,2016-02-27 05:59:51 UTC,Asia/Singapore,124.0,1.282218246672802,103.84196268603459,1.2800094504671073,103.83998211231986,Foot,--,,true,2016-03-23 04:16:54 UTC,2064961.0,false
7913449-7913496,645,2016-02-27 08:21:08 UTC,2016-02-27 10:08:13 UTC,Asia/Singapore,6425.0,1.2800094504671073,103.83998211231986,1.3043311126360473,103.83168186909023,LRT/MRT,--,,true,2016-03-23 04:17:09 UTC,2064669.0,false
7913585-7913587,645,2016-02-28 04:39:30 UTC,2016-02-28 04:42:58 UTC,Asia/Singapore,208.0,1.2796415116326818,103.83957577440465,1.282660012792899,103.84233852964513,Foot,--,,true,2016-03-23 04:17:34 UTC,2063213.0,false
7913587-7913663,645,2016-02-28 05:57:45 UTC,2016-02-28 06:01:12 UTC,Asia/Singapore,207.0,1.282660012792899,103.84233852964513,1.2800309310448106,103.83973099943648,Foot,--,,true,2016-03-23 04:17:42 UTC,2062012.0,false
7913663-7913664,645,2016-02-28 06:02:24 UTC,2016-02-28 06:28:09 UTC,Asia/Singapore,1545.0,1.2800309310448106,103.83973099943648,1.341332346859681,103.96408329111787,Car/Van,--,,true,2016-03-23 04:18:01 UTC,2062031.0,false
7913664-7915282,645,2016-02-28 08:47:14 UTC,2016-02-28 08:55:31 UTC,Asia/Singapore,497.0,1.341332346859681,103.96408329111787,1.35260515419801,103.94538891532706,Car/Van,--,,true,2016-03-23 04:18:17 UTC,2044027.0,false
7915282-7915577,645,2016-02-28 11:13:28 UTC,2016-02-28 12:18:51 UTC,Asia/Singapore,3923.0,1.35260515419801,103.94538891532706,1.3565967877509917,103.98745348665358,LRT/MRT,--,,true,2016-03-23 04:18:41 UTC,2041074.0,false
7915577-7937483,645,2016-02-28 12:50:12 UTC,2016-02-28 12:57:49 UTC,Asia/Singapore,457.0,1.3565967877509917,103.98745348665358,1.3350378457639693,103.96188370700222,LRT/MRT,--,Car/Van,true,2016-03-23 04:18:52 UTC,1885087.0,false
7937483-7937485,645,2016-02-28 12:58:56 UTC,2016-02-28 13:07:28 UTC,Asia/Singapore,512.0,1.3350378457639693,103.96188370700222,1.3416793304775416,103.96390071177296,Foot,--,,true,2016-03-23 04:18:54 UTC,1885089.0,false
7937485-7937526,645,2016-03-01 05:01:17 UTC,2016-03-01 05:03:21 UTC,Asia/Singapore,124.0,1.3416793304775416,103.96390071177296,1.3407662198207124,103.96266061563384,Foot,--,,true,2016-03-21 14:58:58 UTC,1750693.0,false
7937526-7943185,645,2016-03-01 07:09:54 UTC,2016-03-01 07:11:16 UTC,Asia/Singapore,82.0,1.3407662198207124,103.96266061563384,1.3418848856896908,103.96440333754754,Foot,--,,true,2016-03-21 14:58:48 UTC,1691886.0,false
7943185-7944639,645,2016-03-02 00:45:54 UTC,2016-03-02 00:48:39 UTC,Asia/Singapore,165.0,1.3418848856896908,103.96440333754754,1.3399343263862098,103.96149648256203,Foot,--,,true,2016-03-23 04:19:28 UTC,1813422.0,false
7944639-7947013,645,2016-03-02 04:44:32 UTC,2016-03-02 04:49:21 UTC,Asia/Singapore,289.0,1.3399343263862098,103.96149648256203,1.3415982010043785,103.96406157269055,Foot,--,,true,2016-03-23 04:19:43 UTC,1788260.0,false
7947013-7947200,645,2016-03-02 10:53:45 UTC,2016-03-02 11:16:31 UTC,Asia/Singapore,1366.0,1.3415982010043785,103.96406157269055,1.3256455690069873,103.9342568407063,Bus,--,Car/Van,true,2016-03-23 04:20:17 UTC,1785879.0,false
7947200-7949050,645,2016-03-02 11:58:55 UTC,2016-03-02 11:58:59 UTC,Asia/Singapore,4.0,1.3256455690069873,103.9342568407063,1.3266634417965864,103.9330664871161,Foot,--,,true,2016-03-23 04:20:27 UTC,1764271.0,false
7949050-7949052,645,2016-03-02 12:00:18 UTC,2016-03-02 12:05:49 UTC,Asia/Singapore,331.0,1.3266634417965864,103.9330664871161,1.3242313423317196,103.92956707946121,Foot,--,,true,2016-03-23 04:20:33 UTC,1764277.0,false
7949052-7952853,645,2016-03-02 12:54:24 UTC,2016-03-02 13:10:16 UTC,Asia/Singapore,952.0,1.3242313423317196,103.92956707946121,1.3361046494958335,103.96063201687487,Bus,--,Car/Van,true,2016-03-23 04:20:51 UTC,1722609.0,false
7952853-7952857,645,2016-03-02 13:14:24 UTC,2016-03-02 13:21:18 UTC,Asia/Singapore,414.0,1.3361046494958335,103.96063201687487,1.3417031031019346,103.96389210745517,Foot,--,,true,2016-03-23 04:20:56 UTC,1722614.0,false
7952857-7953100,645,2016-03-03 05:06:12 UTC,2016-03-03 05:07:14 UTC,Asia/Singapore,62.0,1.3417031031019346,103.96389210745517,1.3404592948037397,103.96279000436232,Foot,--,,true,2016-03-23 04:21:14 UTC,1719951.0,false
7953100-7956812,645,2016-03-03 06:59:56 UTC,2016-03-03 07:02:00 UTC,Asia/Singapore,124.0,1.3404592948037397,103.96279000436232,1.3419628013189842,103.96426454919649,Foot,--,,true,2016-03-23 04:21:16 UTC,1676435.0,false
7956812-7960082,645,2016-03-04 00:50:10 UTC,2016-03-04 00:53:01 UTC,Asia/Singapore,171.0,1.3419628013189842,103.96426454919649,1.3406283705503632,103.96313022551385,Foot,--,,true,2016-03-21 14:32:09 UTC,1512089.0,false
7960082-7960083,645,2016-03-04 00:54:34 UTC,2016-03-04 00:55:51 UTC,Asia/Singapore,77.0,1.3406283705503632,103.96313022551385,1.3402767251241294,103.96160650078497,Foot,--,,true,2016-03-23 03:48:34 UTC,1646274.0,false
7960083-7960626,645,2016-03-04 02:52:25 UTC,2016-03-04 02:53:12 UTC,Asia/Singapore,47.0,1.3402767251241294,103.96160650078497,1.3415247937530232,103.96377925751267,Car/Van,--,,true,2016-03-23 03:48:44 UTC,1641163.0,false
